project,period,usageAPIRequests,usageAPICDNRequests,usageDocuments,usageAssets,usageBandwidth,usageUsers,usageNonAdminUsers,usageNonViewerUsers,usageDatasets,quotaAPIRequests,quotaAPICDNRequests,quotaDocuments,quotaAssets,quotaBandwidth,quotaUsers,quotaNonAdminUsers,quotaNonViewerUsers,quotaDatasets,timestampsAPIRequests,timestampsAPICDNRequests,timestampsDocuments,timestampsAssets,timestampsBandwidth,timestampsUsers,timestampsNonAdminUsers,timestampsNonViewerUsers,timestampsDatasets
ypejdt32,2026-06,245008,82195,1615,264625608,3968913248,6,2,6,1,200000,1000000,10000,5000000000,20000000000,,3,,2,2026-06-16T21:57:11Z,2026-06-16T21:57:11Z,2026-06-16T22:17:09Z,2026-06-16T05:07:07Z,2026-06-16T21:57:11Z,2026-06-16T22:22:21Z,2026-06-16T22:22:21Z,2026-06-16T22:22:21Z,2026-06-16T22:17:09Z
